"","EXPERIMENTAL_UNIT","DDT","plant","INCIDENCIA","SEVERIDAD","planta","TRATAMIENTO"
"1686","1",51,"DDI",1,2,5,"50 % OR"
"1687","1",51,"DDI",1,1,6,"50 % OR"
"1688","1",51,"DDI",1,2,7,"50 % OR"
"1689","1",51,"DDI",1,3,8,"50 % OR"
"1690","1",51,"DDI",1,3,1,"100 % OR"
"1691","1",51,"DDI",1,3,2,"100 % OR"
"1692","1",51,"DDI",1,2,3,"100 % OR"
"1693","1",51,"DDI",1,3,4,"100 % OR"
"1694","1",51,"DDI",1,3,5,"100 % OR"
"1695","1",51,"DDI",1,3,6,"100 % OR"
"1696","1",51,"DDI",0,0,7,"100 % OR"
"1697","1",51,"DDI",1,3,1,"150 % Si"
"1698","1",51,"DDI",1,2,2,"150 % Si"
"1699","1",51,"DDI",0,0,3,"150 % Si"
"1700","1",51,"DDI",1,3,4,"150 % Si"
"1701","1",51,"DDI",1,3,5,"150 % Si"
"1702","1",51,"DDI",1,3,6,"150 % Si"
"1703","1",51,"DDI",1,3,7,"150 % Si"
"1704","2",51,"DDI",0,0,1,"50 % Si"
"1705","2",51,"DDI",1,3,2,"50 % Si"
"1706","2",51,"DDI",0,0,3,"50 % Si"
"1707","2",51,"DDI",1,3,4,"50 % Si"
"1708","2",51,"DDI",1,2,5,"50 % Si"
"1709","2",51,"DDI",1,3,6,"50 % Si"
"1710","2",51,"DDI",1,1,7,"50 % Si"
"1711","2",51,"DDI",1,1,1,"150 % OR"
"1712","2",51,"DDI",1,3,2,"150 % OR"
"1713","2",51,"DDI",1,3,3,"150 % OR"
"1714","2",51,"DDI",1,1,4,"150 % OR"
"1715","2",51,"DDI",1,1,5,"150 % OR"
"1716","2",51,"DDI",1,3,6,"150 % OR"
"1717","2",51,"DDI",1,1,7,"150 % OR"
"1718","2",51,"DDI",1,3,1,"CERO F"
"1719","2",51,"DDI",1,2,2,"CERO F"
"1720","2",51,"DDI",1,1,3,"CERO F"
"1721","2",51,"DDI",1,1,4,"CERO F"
"1722","2",51,"DDI",1,1,5,"CERO F"
"1723","2",51,"DDI",1,3,6,"CERO F"
"1724","2",51,"DDI",0,0,7,"CERO F"
"1725","2",51,"DDI",1,1,1,"100 % Si"
"1726","2",51,"DDI",1,3,2,"100 % Si"
"1727","2",51,"DDI",1,1,3,"100 % Si"
"1728","2",51,"DDI",1,1,4,"100 % Si"
"1729","2",51,"DDI",1,3,5,"100 % Si"
"1730","2",51,"DDI",1,3,6,"100 % Si"
"1731","2",51,"DDI",1,1,7,"100 % Si"
"1732","2",51,"DDI",1,1,1,"50 % OR"
"1733","2",51,"DDI",1,3,2,"50 % OR"
"1734","2",51,"DDI",1,3,3,"50 % OR"
"1735","2",51,"DDI",1,3,4,"50 % OR"
"1736","2",51,"DDI",1,1,5,"50 % OR"
"1737","2",51,"DDI",1,3,6,"50 % OR"
"1738","2",51,"DDI",1,1,7,"50 % OR"
"1739","2",51,"DDI",1,3,8,"50 % OR"
"1740","2",51,"DDI",0,0,9,"50 % OR"
"1741","2",51,"DDI",1,1,1,"100 % OR"
"1742","2",51,"DDI",1,1,2,"100 % OR"
"1743","2",51,"DDI",0,0,3,"100 % OR"
"1744","2",51,"DDI",1,1,4,"100 % OR"
"1745","2",51,"DDI",1,3,5,"100 % OR"
"1746","2",51,"DDI",0,0,6,"100 % OR"
"1747","2",51,"DDI",1,3,7,"100 % OR"
"1748","2",51,"DDI",1,3,1,"150 % Si"
"1749","2",51,"DDI",1,3,2,"150 % Si"
"1750","2",51,"DDI",1,3,3,"150 % Si"
"1751","2",51,"DDI",1,3,4,"150 % Si"
"1752","2",51,"DDI",1,2,5,"150 % Si"
"1753","2",51,"DDI",1,3,6,"150 % Si"
"1754","2",51,"DDI",1,1,7,"150 % Si"
"1755","3",51,"DDI",1,1,1,"50 % Si"
"1756","3",51,"DDI",1,1,2,"50 % Si"
"1757","3",51,"DDI",1,2,3,"50 % Si"
"1758","3",51,"DDI",1,2,4,"50 % Si"
"1759","3",51,"DDI",1,3,5,"50 % Si"
"1760","3",51,"DDI",1,2,6,"50 % Si"
"1761","3",51,"DDI",0,0,1,"150 % OR"
"1762","3",51,"DDI",1,1,2,"150 % OR"
"1763","3",51,"DDI",1,2,3,"150 % OR"
"1764","3",51,"DDI",1,3,4,"150 % OR"
"1765","3",51,"DDI",1,1,5,"150 % OR"
"1766","3",51,"DDI",1,1,6,"150 % OR"
"1767","3",51,"DDI",1,3,7,"150 % OR"
"1768","3",51,"DDI",0,0,1,"CERO F"
"1769","3",51,"DDI",1,1,2,"CERO F"
"1770","3",51,"DDI",1,1,3,"CERO F"
"1771","3",51,"DDI",1,3,4,"CERO F"
"1772","3",51,"DDI",1,1,5,"CERO F"
"1773","3",51,"DDI",1,1,6,"CERO F"
"1774","3",51,"DDI",1,2,1,"100 % Si"
"1775","3",51,"DDI",1,1,2,"100 % Si"
"1776","3",51,"DDI",1,1,3,"100 % Si"
"1777","3",51,"DDI",1,3,4,"100 % Si"
"1778","3",51,"DDI",1,3,5,"100 % Si"
"1779","3",51,"DDI",1,3,6,"100 % Si"
"1780","3",51,"DDI",1,2,7,"100 % Si"
"1781","3",51,"DDI",1,1,1,"50 % OR"
"1782","3",51,"DDI",1,3,2,"50 % OR"
"1783","3",51,"DDI",1,1,3,"50 % OR"
"1784","3",51,"DDI",1,2,4,"50 % OR"
"1785","3",51,"DDI",1,2,5,"50 % OR"
"1786","3",51,"DDI",1,3,6,"50 % OR"
"1787","3",51,"DDI",1,3,1,"100 % OR"
"1788","3",51,"DDI",1,1,2,"100 % OR"
"1789","3",51,"DDI",1,1,3,"100 % OR"
"1790","3",51,"DDI",1,2,4,"100 % OR"
"1791","3",51,"DDI",0,0,5,"100 % OR"
"1792","3",51,"DDI",1,1,6,"100 % OR"
"1793","3",51,"DDI",1,2,7,"100 % OR"
"1794","3",51,"DDI",1,3,1,"150 % Si"
"1795","3",51,"DDI",1,3,2,"150 % Si"
"1796","3",51,"DDI",1,3,3,"150 % Si"
"1797","3",51,"DDI",1,2,4,"150 % Si"
"1798","3",51,"DDI",1,3,5,"150 % Si"
"1799","3",51,"DDI",1,2,6,"150 % Si"
"1800","3",51,"DDI",1,3,7,"150 % Si"
"1801","1",55,"DDI",1,3,1,"50 % Si"
"1802","1",55,"DDI",1,3,2,"50 % Si"
"1803","1",55,"DDI",1,3,3,"50 % Si"
"1804","1",55,"DDI",0,0,4,"50 % Si"
"1805","1",55,"DDI",1,2,5,"50 % Si"
"1806","1",55,"DDI",1,1,6,"50 % Si"
"1807","1",55,"DDI",1,2,7,"50 % Si"
"1808","1",55,"DDI",1,1,8,"50 % Si"
"1809","1",55,"DDI",1,1,9,"50 % Si"
"1810","1",55,"DDI",1,2,10,"50 % Si"
"1811","1",55,"DDI",1,2,1,"150 % OR"
"1812","1",55,"DDI",1,3,2,"150 % OR"
"1813","1",55,"DDI",1,3,3,"150 % OR"
"1814","1",55,"DDI",1,3,4,"150 % OR"
"1815","1",55,"DDI",1,3,5,"150 % OR"
"1816","1",55,"DDI",1,3,6,"150 % OR"
"1817","1",55,"DDI",0,0,7,"150 % OR"
"1818","1",55,"DDI",1,1,1,"CERO F"
"1819","1",55,"DDI",1,3,2,"CERO F"
"1820","1",55,"DDI",1,3,3,"CERO F"
"1821","1",55,"DDI",1,2,4,"CERO F"
"1822","1",55,"DDI",1,2,5,"CERO F"
"1823","1",55,"DDI",1,1,6,"CERO F"
"1824","1",55,"DDI",1,2,7,"CERO F"
"1825","1",55,"DDI",1,3,1,"100 % Si"
"1826","1",55,"DDI",1,3,2,"100 % Si"
"1827","1",55,"DDI",1,3,3,"100 % Si"
"1828","1",55,"DDI",1,3,4,"100 % Si"
"1829","1",55,"DDI",1,2,5,"100 % Si"
"1830","1",55,"DDI",1,3,6,"100 % Si"
"1831","1",55,"DDI",1,3,7,"100 % Si"
"1832","1",55,"DDI",1,3,1,"50 % OR"
"1833","1",55,"DDI",1,1,2,"50 % OR"
"1834","1",55,"DDI",1,3,3,"50 % OR"
"1835","1",55,"DDI",1,3,4,"50 % OR"
"1836","1",55,"DDI",1,2,5,"50 % OR"
"1837","1",55,"DDI",1,2,6,"50 % OR"
"1838","1",55,"DDI",1,2,7,"50 % OR"
"1839","1",55,"DDI",1,3,8,"50 % OR"
"1840","1",55,"DDI",1,3,1,"100 % OR"
"1841","1",55,"DDI",1,3,2,"100 % OR"
"1842","1",55,"DDI",1,2,3,"100 % OR"
"1843","1",55,"DDI",1,3,4,"100 % OR"
"1844","1",55,"DDI",1,3,5,"100 % OR"
"1845","1",55,"DDI",1,3,6,"100 % OR"
"1846","1",55,"DDI",1,1,7,"100 % OR"
"1847","1",55,"DDI",1,3,1,"150 % Si"
"1848","1",55,"DDI",1,2,2,"150 % Si"
"1849","1",55,"DDI",0,0,3,"150 % Si"
"1850","1",55,"DDI",1,3,4,"150 % Si"
"1851","1",55,"DDI",1,3,5,"150 % Si"
"1852","1",55,"DDI",1,3,6,"150 % Si"
"1853","1",55,"DDI",1,3,7,"150 % Si"
"1854","2",55,"DDI",1,1,1,"50 % Si"
"1855","2",55,"DDI",1,3,2,"50 % Si"
"1856","2",55,"DDI",1,1,3,"50 % Si"
"1857","2",55,"DDI",1,3,4,"50 % Si"
"1858","2",55,"DDI",1,3,5,"50 % Si"
"1859","2",55,"DDI",1,3,6,"50 % Si"
"1860","2",55,"DDI",1,1,7,"50 % Si"
"1861","2",55,"DDI",1,2,1,"150 % OR"
"1862","2",55,"DDI",1,3,2,"150 % OR"
"1863","2",55,"DDI",1,3,3,"150 % OR"
"1864","2",55,"DDI",1,2,4,"150 % OR"
"1865","2",55,"DDI",1,1,5,"150 % OR"
"1866","2",55,"DDI",1,3,6,"150 % OR"
"1867","2",55,"DDI",1,1,7,"150 % OR"
"1868","2",55,"DDI",1,3,1,"CERO F"
"1869","2",55,"DDI",1,2,2,"CERO F"
"1870","2",55,"DDI",1,2,3,"CERO F"
"1871","2",55,"DDI",1,1,4,"CERO F"
"1872","2",55,"DDI",1,1,5,"CERO F"
"1873","2",55,"DDI",1,3,6,"CERO F"
"1874","2",55,"DDI",0,0,7,"CERO F"
"1875","2",55,"DDI",1,1,1,"100 % Si"
"1876","2",55,"DDI",1,3,2,"100 % Si"
"1877","2",55,"DDI",1,1,3,"100 % Si"
"1878","2",55,"DDI",1,2,4,"100 % Si"
"1879","2",55,"DDI",1,3,5,"100 % Si"
"1880","2",55,"DDI",1,3,6,"100 % Si"
"1881","2",55,"DDI",1,2,7,"100 % Si"
"1882","2",55,"DDI",1,1,1,"50 % OR"
"1883","2",55,"DDI",1,3,2,"50 % OR"
"1884","2",55,"DDI",1,3,3,"50 % OR"
"1885","2",55,"DDI",1,3,4,"50 % OR"
"1886","2",55,"DDI",1,1,5,"50 % OR"
"1887","2",55,"DDI",1,3,6,"50 % OR"
"1888","2",55,"DDI",1,2,7,"50 % OR"
"1889","2",55,"DDI",1,3,8,"50 % OR"
"1890","2",55,"DDI",0,0,9,"50 % OR"
"1891","2",55,"DDI",1,2,1,"100 % OR"
"1892","2",55,"DDI",1,1,2,"100 % OR"
"1893","2",55,"DDI",0,0,3,"100 % OR"
"1894","2",55,"DDI",1,2,4,"100 % OR"
"1895","2",55,"DDI",1,3,5,"100 % OR"
"1896","2",55,"DDI",1,1,6,"100 % OR"
"1897","2",55,"DDI",1,3,7,"100 % OR"
"1898","2",55,"DDI",1,3,1,"150 % Si"
"1899","2",55,"DDI",1,3,2,"150 % Si"
"1900","2",55,"DDI",1,3,3,"150 % Si"
"1901","2",55,"DDI",1,3,4,"150 % Si"
"1902","2",55,"DDI",1,3,5,"150 % Si"
"1903","2",55,"DDI",1,3,6,"150 % Si"
"1904","2",55,"DDI",1,1,7,"150 % Si"
"1905","3",55,"DDI",1,1,1,"50 % Si"
"1906","3",55,"DDI",1,1,2,"50 % Si"
"1907","3",55,"DDI",1,3,3,"50 % Si"
"1908","3",55,"DDI",1,2,4,"50 % Si"
"1909","3",55,"DDI",1,3,5,"50 % Si"
"1910","3",55,"DDI",1,2,6,"50 % Si"
"1911","3",55,"DDI",1,1,1,"150 % OR"
"1912","3",55,"DDI",1,2,2,"150 % OR"
"1913","3",55,"DDI",1,2,3,"150 % OR"
"1914","3",55,"DDI",1,3,4,"150 % OR"
"1915","3",55,"DDI",1,2,5,"150 % OR"
"1916","3",55,"DDI",1,1,6,"150 % OR"
"1917","3",55,"DDI",1,3,7,"150 % OR"
"1918","3",55,"DDI",1,1,1,"CERO F"
"1919","3",55,"DDI",1,1,2,"CERO F"
"1920","3",55,"DDI",1,1,3,"CERO F"
"1921","3",55,"DDI",1,3,4,"CERO F"
"1922","3",55,"DDI",1,1,5,"CERO F"
"1923","3",55,"DDI",1,2,6,"CERO F"
"1924","3",55,"DDI",1,2,1,"100 % Si"
"1925","3",55,"DDI",1,2,2,"100 % Si"
"1926","3",55,"DDI",1,2,3,"100 % Si"
"1927","3",55,"DDI",1,3,4,"100 % Si"
"1928","3",55,"DDI",1,3,5,"100 % Si"
"1929","3",55,"DDI",1,3,6,"100 % Si"
"1930","3",55,"DDI",1,2,7,"100 % Si"
"1931","3",55,"DDI",1,1,1,"50 % OR"
"1932","3",55,"DDI",1,3,2,"50 % OR"
"1933","3",55,"DDI",1,2,3,"50 % OR"
"1934","3",55,"DDI",1,2,4,"50 % OR"
"1935","3",55,"DDI",1,2,5,"50 % OR"
"1936","3",55,"DDI",1,3,6,"50 % OR"
"1937","3",55,"DDI",1,3,1,"100 % OR"
"1938","3",55,"DDI",1,1,2,"100 % OR"
"1939","3",55,"DDI",1,2,3,"100 % OR"
"1940","3",55,"DDI",1,3,4,"100 % OR"
"1941","3",55,"DDI",1,1,5,"100 % OR"
"1942","3",55,"DDI",1,1,6,"100 % OR"
"1943","3",55,"DDI",1,3,7,"100 % OR"
"1944","3",55,"DDI",1,3,1,"150 % Si"
"1945","3",55,"DDI",1,3,2,"150 % Si"
"1946","3",55,"DDI",1,3,3,"150 % Si"
"1947","3",55,"DDI",1,2,4,"150 % Si"
"1948","3",55,"DDI",1,3,5,"150 % Si"
"1949","3",55,"DDI",1,2,6,"150 % Si"
"1950","3",55,"DDI",1,3,7,"150 % Si"
"1951","1",58,"DDI",1,3,1,"100 % OR"
"1952","1",58,"DDI",1,3,2,"100 % OR"
"1953","1",58,"DDI",1,3,3,"100 % OR"
"1954","1",58,"DDI",1,3,4,"100 % OR"
"1955","1",58,"DDI",1,3,5,"100 % OR"
"1956","1",58,"DDI",1,3,6,"100 % OR"
"1957","1",58,"DDI",1,1,7,"100 % OR"
"1958","1",58,"DDI",1,3,1,"100 % Si"
"1959","1",58,"DDI",1,3,2,"100 % Si"
"1960","1",58,"DDI",1,3,3,"100 % Si"
"1961","1",58,"DDI",1,3,4,"100 % Si"
"1962","1",58,"DDI",1,3,5,"100 % Si"
"1963","1",58,"DDI",1,3,6,"100 % Si"
"1964","1",58,"DDI",1,3,7,"100 % Si"
"1965","1",58,"DDI",1,3,4,"150 % OR"
"1966","1",58,"DDI",1,3,5,"150 % OR"
"1967","1",58,"DDI",1,3,6,"150 % OR"
"1968","1",58,"DDI",1,1,7,"150 % OR"
"1969","1",58,"DDI",1,2,1,"150 % OR"
"1970","1",58,"DDI",1,3,2,"150 % OR"
"1971","1",58,"DDI",1,3,3,"150 % OR"
"1972","1",58,"DDI",1,3,1,"150 % Si"
"1973","1",58,"DDI",1,2,2,"150 % Si"
"1974","1",58,"DDI",1,1,3,"150 % Si"
"1975","1",58,"DDI",1,3,4,"150 % Si"
"1976","1",58,"DDI",1,3,5,"150 % Si"
"1977","1",58,"DDI",1,3,6,"150 % Si"
"1978","1",58,"DDI",1,3,7,"150 % Si"
"1979","1",58,"DDI",1,3,1,"50 % OR"
"1980","1",58,"DDI",1,2,2,"50 % OR"
"1981","1",58,"DDI",1,3,3,"50 % OR"
"1982","1",58,"DDI",1,3,4,"50 % OR"
"1983","1",58,"DDI",1,2,5,"50 % OR"
"1984","1",58,"DDI",1,2,6,"50 % OR"
"1985","1",58,"DDI",1,3,7,"50 % OR"
"1986","1",58,"DDI",1,3,8,"50 % OR"
"1987","1",58,"DDI",1,3,1,"50 % Si"
"1988","1",58,"DDI",1,3,2,"50 % Si"
"1989","1",58,"DDI",1,3,3,"50 % Si"
"1990","1",58,"DDI",0,0,4,"50 % Si"
"1991","1",58,"DDI",1,2,5,"50 % Si"
"1992","1",58,"DDI",1,2,6,"50 % Si"
"1993","1",58,"DDI",1,2,7,"50 % Si"
"1994","1",58,"DDI",1,2,8,"50 % Si"
"1995","1",58,"DDI",1,1,9,"50 % Si"
"1996","1",58,"DDI",1,2,10,"50 % Si"
"1997","1",58,"DDI",1,3,3,"CERO F"
"1998","1",58,"DDI",1,3,4,"CERO F"
"1999","1",58,"DDI",1,2,5,"CERO F"
"2000","1",58,"DDI",1,2,6,"CERO F"
"2001","1",58,"DDI",1,2,7,"CERO F"
"2002","1",58,"DDI",1,2,1,"CERO F"
"2003","1",58,"DDI",1,3,2,"CERO F"
"2004","2",58,"DDI",1,2,1,"100 % OR"
"2005","2",58,"DDI",1,1,2,"100 % OR"
"2006","2",58,"DDI",0,0,3,"100 % OR"
"2007","2",58,"DDI",1,3,4,"100 % OR"
"2008","2",58,"DDI",1,3,5,"100 % OR"
"2009","2",58,"DDI",1,1,6,"100 % OR"
"2010","2",58,"DDI",1,3,7,"100 % OR"
"2011","2",58,"DDI",1,2,1,"100 % Si"
"2012","2",58,"DDI",1,3,2,"100 % Si"
"2013","2",58,"DDI",1,2,3,"100 % Si"
"2014","2",58,"DDI",1,2,4,"100 % Si"
"2015","2",58,"DDI",1,3,5,"100 % Si"
"2016","2",58,"DDI",1,3,6,"100 % Si"
"2017","2",58,"DDI",1,3,7,"100 % Si"
"2018","2",58,"DDI",1,2,1,"150 % OR"
"2019","2",58,"DDI",1,3,3,"150 % OR"
"2020","2",58,"DDI",1,2,4,"150 % OR"
"2021","2",58,"DDI",1,1,5,"150 % OR"
"2022","2",58,"DDI",1,2,7,"150 % OR"
"2023","2",58,"DDI",1,3,2,"150 % OR"
"2024","2",58,"DDI",1,3,6,"150 % OR"
"2025","2",58,"DDI",1,3,1,"150 % Si"
"2026","2",58,"DDI",1,3,2,"150 % Si"
"2027","2",58,"DDI",1,3,3,"150 % Si"
"2028","2",58,"DDI",1,3,4,"150 % Si"
"2029","2",58,"DDI",1,3,5,"150 % Si"
"2030","2",58,"DDI",1,3,6,"150 % Si"
"2031","2",58,"DDI",1,1,7,"150 % Si"
"2032","2",58,"DDI",1,2,1,"50 % OR"
"2033","2",58,"DDI",1,3,2,"50 % OR"
"2034","2",58,"DDI",1,3,3,"50 % OR"
"2035","2",58,"DDI",1,3,4,"50 % OR"
"2036","2",58,"DDI",1,1,5,"50 % OR"
"2037","2",58,"DDI",1,3,6,"50 % OR"
"2038","2",58,"DDI",1,2,7,"50 % OR"
"2039","2",58,"DDI",1,3,8,"50 % OR"
"2040","2",58,"DDI",1,1,9,"50 % OR"
"2041","2",58,"DDI",1,1,1,"50 % Si"
"2042","2",58,"DDI",1,3,2,"50 % Si"
"2043","2",58,"DDI",1,1,3,"50 % Si"
"2044","2",58,"DDI",1,3,4,"50 % Si"
"2045","2",58,"DDI",1,3,5,"50 % Si"
"2046","2",58,"DDI",1,3,6,"50 % Si"
"2047","2",58,"DDI",1,1,7,"50 % Si"
"2048","2",58,"DDI",1,3,1,"CERO F"
"2049","2",58,"DDI",1,2,2,"CERO F"
"2050","2",58,"DDI",1,2,3,"CERO F"
"2051","2",58,"DDI",1,2,4,"CERO F"
"2052","2",58,"DDI",1,1,5,"CERO F"
"2053","2",58,"DDI",1,3,6,"CERO F"
"2054","2",58,"DDI",1,1,7,"CERO F"
"2055","3",58,"DDI",1,3,1,"100 % OR"
"2056","3",58,"DDI",1,1,2,"100 % OR"
"2057","3",58,"DDI",1,2,3,"100 % OR"
"2058","3",58,"DDI",1,3,4,"100 % OR"
"2059","3",58,"DDI",1,2,5,"100 % OR"
"2060","3",58,"DDI",1,1,6,"100 % OR"
"2061","3",58,"DDI",1,3,7,"100 % OR"
"2062","3",58,"DDI",1,2,1,"100 % Si"
"2063","3",58,"DDI",1,2,2,"100 % Si"
"2064","3",58,"DDI",1,2,3,"100 % Si"
"2065","3",58,"DDI",1,3,4,"100 % Si"
"2066","3",58,"DDI",1,3,5,"100 % Si"
"2067","3",58,"DDI",1,3,6,"100 % Si"
"2068","3",58,"DDI",1,3,7,"100 % Si"
"2069","3",58,"DDI",1,2,1,"150 % OR"
"2070","3",58,"DDI",1,2,2,"150 % OR"
"2071","3",58,"DDI",1,2,3,"150 % OR"
"2072","3",58,"DDI",1,3,4,"150 % OR"
"2073","3",58,"DDI",1,3,5,"150 % OR"
"2074","3",58,"DDI",1,2,6,"150 % OR"
"2075","3",58,"DDI",1,3,7,"150 % OR"
"2076","3",58,"DDI",1,3,1,"150 % Si"
"2077","3",58,"DDI",1,3,2,"150 % Si"
"2078","3",58,"DDI",1,3,3,"150 % Si"
"2079","3",58,"DDI",1,2,4,"150 % Si"
"2080","3",58,"DDI",1,3,5,"150 % Si"
"2081","3",58,"DDI",1,2,6,"150 % Si"
"2082","3",58,"DDI",1,3,7,"150 % Si"
"2083","3",58,"DDI",1,3,2,"50 % OR"
"2084","3",58,"DDI",1,2,3,"50 % OR"
"2085","3",58,"DDI",1,2,4,"50 % OR"
"2086","3",58,"DDI",1,3,5,"50 % OR"
"2087","3",58,"DDI",1,3,6,"50 % OR"
"2088","3",58,"DDI",1,1,1,"50 % OR"
"2089","3",58,"DDI",1,2,1,"50 % Si"
"2090","3",58,"DDI",1,2,2,"50 % Si"
"2091","3",58,"DDI",1,3,3,"50 % Si"
"2092","3",58,"DDI",1,3,4,"50 % Si"
"2093","3",58,"DDI",1,3,5,"50 % Si"
"2094","3",58,"DDI",1,3,6,"50 % Si"
"2095","3",58,"DDI",1,1,1,"CERO F"
"2096","3",58,"DDI",1,1,2,"CERO F"
"2097","3",58,"DDI",1,1,3,"CERO F"
"2098","3",58,"DDI",1,3,4,"CERO F"
"2099","3",58,"DDI",1,2,5,"CERO F"
"2100","3",58,"DDI",1,2,6,"CERO F"
